title_compound,title_neg,title_neu,title_pos,label
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
-0.148,0.262,0.738,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.3182,0.0,0.723,0.277,real
0.2023,0.0,0.69,0.31,real
0.6808,0.0,0.616,0.384,real
0.0,0.0,1.0,0.0,real
-0.601,0.37,0.51,0.12,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
-0.34,0.167,0.833,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.2732,0.0,0.656,0.344,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
-0.7096,0.541,0.459,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
-0.34,0.375,0.625,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.4588,0.0,0.4,0.6,real
0.6705,0.0,0.667,0.333,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
-0.34,0.231,0.769,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.4391,0.0,0.838,0.162,real
0.0,0.0,1.0,0.0,real
0.5106,0.0,0.732,0.268,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
-0.5267,0.298,0.702,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
-0.128,0.231,0.769,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.4939,0.0,0.385,0.615,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.128,0.0,0.667,0.333,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.2732,0.0,0.826,0.174,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.4939,0.0,0.61,0.39,real
0.4215,0.0,0.682,0.318,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
-0.296,0.423,0.577,0.0,real
0.4939,0.0,0.758,0.242,real
-0.0258,0.155,0.845,0.0,real
0.0,0.0,1.0,0.0,real
-0.6249,0.339,0.661,0.0,real
0.0,0.0,1.0,0.0,real
0.4215,0.0,0.417,0.583,real
0.4404,0.0,0.508,0.492,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
-0.6908,0.305,0.695,0.0,real
0.0,0.0,1.0,0.0,real
-0.6249,0.56,0.44,0.0,real
-0.4767,0.256,0.744,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.4404,0.247,0.206,0.546,real
-0.3818,0.394,0.606,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.4215,0.0,0.781,0.219,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.4215,0.0,0.763,0.237,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.3818,0.0,0.658,0.342,real
0.0,0.0,1.0,0.0,real
-0.6369,0.344,0.656,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.4215,0.0,0.797,0.203,real
0.0516,0.0,0.882,0.118,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
-0.4588,0.333,0.667,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.5106,0.07,0.704,0.225,real
0.5267,0.0,0.595,0.405,real
0.0,0.0,1.0,0.0,real
-0.6249,0.339,0.661,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.25,0.0,0.846,0.154,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.34,0.0,0.87,0.13,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0772,0.133,0.718,0.149,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
-0.4404,0.195,0.805,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
