count_title_uni,count_unique_title_uni,ratio_of_unique_title_uni,count_title_bi,count_unique_title_bi,ratio_of_unique_title_bi,count_title_tri,count_unique_title_tri,ratio_of_unique_title_tri,count_body_uni,count_unique_body_uni,ratio_of_unique_body_uni,count_body_bi,count_unique_body_bi,ratio_of_unique_body_bi,count_body_tri,count_unique_body_tri,ratio_of_unique_body_tri,count_of_title_uni_in_body,ratio_of_title_uni_in_body,count_of_title_bi_in_body,ratio_of_title_bi_in_body,count_of_title_tri_in_body,ratio_of_title_tri_in_body,len_sent_title,len_sent_body,label
7,7,1.0,8,8,1.0,7,7,1.0,83,73,0.8795180722891566,99,76,0.7676767676767676,83,73,0.8795180722891566,5.0,0.7142857142857143,8.0,1.0,5.0,0.7142857142857143,56,1097,fake
6,6,1.0,8,8,1.0,6,6,1.0,209,152,0.7272727272727273,341,174,0.5102639296187683,209,152,0.7272727272727273,1.0,0.16666666666666666,7.0,0.875,1.0,0.16666666666666666,67,3226,fake
12,12,1.0,13,13,1.0,12,12,1.0,50,47,0.94,62,56,0.9032258064516129,50,47,0.94,2.0,0.16666666666666666,7.0,0.5384615384615384,2.0,0.16666666666666666,117,686,fake
6,6,1.0,7,7,1.0,6,6,1.0,85,80,0.9411764705882353,119,99,0.8319327731092437,85,80,0.9411764705882353,5.0,0.8333333333333334,7.0,1.0,5.0,0.8333333333333334,52,1247,fake
6,6,1.0,6,6,1.0,6,6,1.0,370,303,0.8189189189189189,458,308,0.6724890829694323,370,303,0.8189189189189189,5.0,0.8333333333333334,5.0,0.8333333333333334,5.0,0.8333333333333334,52,4945,fake
7,7,1.0,7,7,1.0,7,7,1.0,6,6,1.0,6,6,1.0,6,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,58,68,fake
9,9,1.0,9,9,1.0,9,9,1.0,103,94,0.912621359223301,125,103,0.824,103,94,0.912621359223301,2.0,0.2222222222222222,6.0,0.6666666666666666,2.0,0.2222222222222222,66,1245,fake
7,7,1.0,8,8,1.0,7,7,1.0,36,26,0.7222222222222222,57,26,0.45614035087719296,36,26,0.7222222222222222,4.0,0.5714285714285714,8.0,1.0,4.0,0.5714285714285714,86,660,fake
7,7,1.0,8,8,1.0,7,7,1.0,5,5,1.0,9,8,0.8888888888888888,5,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,61,92,fake
8,8,1.0,8,8,1.0,8,8,1.0,124,108,0.8709677419354839,172,110,0.6395348837209303,124,108,0.8709677419354839,5.0,0.625,5.0,0.625,5.0,0.625,63,1816,fake
7,7,1.0,7,7,1.0,7,7,1.0,63,57,0.9047619047619048,81,67,0.8271604938271605,63,57,0.9047619047619048,4.0,0.5714285714285714,7.0,1.0,4.0,0.5714285714285714,72,801,fake
7,7,1.0,9,9,1.0,7,7,1.0,167,133,0.7964071856287425,236,152,0.6440677966101694,167,133,0.7964071856287425,3.0,0.42857142857142855,9.0,1.0,3.0,0.42857142857142855,78,2410,fake
5,5,1.0,5,5,1.0,5,5,1.0,139,123,0.8848920863309353,195,127,0.6512820512820513,139,123,0.8848920863309353,4.0,0.8,5.0,1.0,4.0,0.8,49,2041,fake
7,7,1.0,7,7,1.0,7,7,1.0,216,179,0.8287037037037037,282,183,0.648936170212766,216,179,0.8287037037037037,5.0,0.7142857142857143,7.0,1.0,5.0,0.7142857142857143,61,2870,fake
7,7,1.0,7,7,1.0,7,7,1.0,23,22,0.9565217391304348,25,24,0.96,23,22,0.9565217391304348,5.0,0.7142857142857143,6.0,0.8571428571428571,5.0,0.7142857142857143,59,241,fake
10,10,1.0,10,10,1.0,10,10,1.0,162,144,0.8888888888888888,226,173,0.7654867256637168,162,144,0.8888888888888888,4.0,0.4,9.0,0.9,4.0,0.4,76,2416,fake
7,7,1.0,9,9,1.0,7,7,1.0,207,164,0.7922705314009661,277,171,0.6173285198555957,207,164,0.7922705314009661,5.0,0.7142857142857143,8.0,0.8888888888888888,5.0,0.7142857142857143,66,2851,fake
2,2,1.0,2,2,1.0,2,2,1.0,4,4,1.0,4,4,1.0,4,4,1.0,2.0,1.0,2.0,1.0,2.0,1.0,10,34,fake
5,5,1.0,6,6,1.0,5,5,1.0,31,31,1.0,62,47,0.7580645161290323,31,31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50,682,fake
9,9,1.0,10,10,1.0,9,9,1.0,83,72,0.8674698795180723,117,86,0.7350427350427351,83,72,0.8674698795180723,4.0,0.4444444444444444,7.0,0.7,4.0,0.4444444444444444,69,1194,fake
3,3,1.0,3,3,1.0,3,3,1.0,343,277,0.8075801749271136,460,281,0.6108695652173913,343,277,0.8075801749271136,2.0,0.6666666666666666,2.0,0.6666666666666666,2.0,0.6666666666666666,43,4882,fake
6,6,1.0,7,7,1.0,6,6,1.0,161,144,0.8944099378881988,208,165,0.7932692307692307,161,144,0.8944099378881988,3.0,0.5,5.0,0.7142857142857143,3.0,0.5,74,2306,fake
18,18,1.0,20,20,1.0,18,18,1.0,7,7,1.0,7,7,1.0,7,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,200,73,fake
9,8,0.8888888888888888,9,8,0.8888888888888888,9,8,0.8888888888888888,201,163,0.8109452736318408,248,168,0.6774193548387096,201,163,0.8109452736318408,8.0,0.8888888888888888,9.0,1.0,8.0,0.8888888888888888,74,2805,fake
6,6,1.0,6,6,1.0,6,6,1.0,249,182,0.7309236947791165,325,180,0.5538461538461539,249,182,0.7309236947791165,4.0,0.6666666666666666,5.0,0.8333333333333334,4.0,0.6666666666666666,58,3712,fake
10,10,1.0,11,11,1.0,10,10,1.0,194,153,0.788659793814433,243,166,0.6831275720164609,194,153,0.788659793814433,7.0,0.7,11.0,1.0,7.0,0.7,74,2363,fake
8,8,1.0,10,8,0.8,8,8,1.0,180,147,0.8166666666666667,240,154,0.6416666666666667,180,147,0.8166666666666667,7.0,0.875,10.0,1.0,7.0,0.875,79,2339,fake
7,7,1.0,7,7,1.0,7,7,1.0,60,51,0.85,85,57,0.6705882352941176,60,51,0.85,1.0,0.14285714285714285,1.0,0.14285714285714285,1.0,0.14285714285714285,79,892,fake
4,4,1.0,5,5,1.0,4,4,1.0,119,102,0.8571428571428571,145,107,0.7379310344827587,119,102,0.8571428571428571,4.0,1.0,5.0,1.0,4.0,1.0,42,1501,fake
12,11,0.9166666666666666,12,11,0.9166666666666666,12,11,0.9166666666666666,303,247,0.8151815181518152,416,259,0.6225961538461539,303,247,0.8151815181518152,8.0,0.6666666666666666,9.0,0.75,8.0,0.6666666666666666,103,4668,fake
5,5,1.0,7,7,1.0,5,5,1.0,106,96,0.9056603773584906,134,101,0.753731343283582,106,96,0.9056603773584906,3.0,0.6,5.0,0.7142857142857143,3.0,0.6,69,1442,fake
10,10,1.0,10,10,1.0,10,10,1.0,211,164,0.7772511848341233,262,167,0.6374045801526718,211,164,0.7772511848341233,6.0,0.6,6.0,0.6,6.0,0.6,79,2833,fake
10,10,1.0,10,10,1.0,10,10,1.0,148,129,0.8716216216216216,192,141,0.734375,148,129,0.8716216216216216,9.0,0.9,9.0,0.9,9.0,0.9,84,1978,fake
10,10,1.0,10,10,1.0,10,10,1.0,198,160,0.8080808080808081,252,174,0.6904761904761905,198,160,0.8080808080808081,6.0,0.6,10.0,1.0,6.0,0.6,120,3068,fake
9,9,1.0,9,9,1.0,9,9,1.0,117,99,0.8461538461538461,157,117,0.7452229299363057,117,99,0.8461538461538461,8.0,0.8888888888888888,9.0,1.0,8.0,0.8888888888888888,70,1633,fake
8,8,1.0,8,8,1.0,8,8,1.0,31,31,1.0,62,47,0.7580645161290323,31,31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,68,682,fake
6,5,0.8333333333333334,6,5,0.8333333333333334,6,5,0.8333333333333334,407,307,0.7542997542997543,550,307,0.5581818181818182,407,307,0.7542997542997543,6.0,1.0,6.0,1.0,6.0,1.0,85,5966,fake
10,10,1.0,10,10,1.0,10,10,1.0,31,31,1.0,62,47,0.7580645161290323,31,31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,84,682,fake
8,8,1.0,8,8,1.0,8,8,1.0,155,137,0.8838709677419355,207,153,0.7391304347826086,155,137,0.8838709677419355,5.0,0.625,7.0,0.875,5.0,0.625,67,2281,fake
7,7,1.0,7,7,1.0,7,7,1.0,193,168,0.8704663212435233,252,180,0.7142857142857143,193,168,0.8704663212435233,5.0,0.7142857142857143,6.0,0.8571428571428571,5.0,0.7142857142857143,80,2958,fake
11,11,1.0,12,12,1.0,11,11,1.0,188,168,0.8936170212765957,223,187,0.8385650224215246,188,168,0.8936170212765957,3.0,0.2727272727272727,6.0,0.5,3.0,0.2727272727272727,93,2268,fake
7,7,1.0,8,8,1.0,7,7,1.0,184,150,0.8152173913043478,230,157,0.6826086956521739,184,150,0.8152173913043478,5.0,0.7142857142857143,6.0,0.75,5.0,0.7142857142857143,67,2485,fake
7,7,1.0,9,9,1.0,7,7,1.0,143,131,0.916083916083916,190,143,0.7526315789473684,143,131,0.916083916083916,6.0,0.8571428571428571,9.0,1.0,6.0,0.8571428571428571,67,1957,fake
7,7,1.0,7,7,1.0,7,7,1.0,86,85,0.9883720930232558,170,127,0.7470588235294118,86,85,0.9883720930232558,0.0,0.0,0.0,0.0,0.0,0.0,69,1782,fake
8,8,1.0,8,8,1.0,8,8,1.0,108,94,0.8703703703703703,134,107,0.7985074626865671,108,94,0.8703703703703703,3.0,0.375,4.0,0.5,3.0,0.375,71,1526,fake
8,8,1.0,9,9,1.0,8,8,1.0,260,196,0.7538461538461538,371,204,0.5498652291105122,260,196,0.7538461538461538,7.0,0.875,9.0,1.0,7.0,0.875,67,4006,fake
8,8,1.0,8,8,1.0,8,8,1.0,166,137,0.8253012048192772,210,149,0.7095238095238096,166,137,0.8253012048192772,5.0,0.625,7.0,0.875,5.0,0.625,65,2364,fake
10,10,1.0,13,12,0.9230769230769231,10,10,1.0,267,218,0.8164794007490637,339,236,0.696165191740413,267,218,0.8164794007490637,5.0,0.5,11.0,0.8461538461538461,5.0,0.5,125,3670,fake
9,9,1.0,9,9,1.0,9,9,1.0,104,96,0.9230769230769231,148,110,0.7432432432432432,104,96,0.9230769230769231,4.0,0.4444444444444444,6.0,0.6666666666666666,4.0,0.4444444444444444,80,1598,fake
4,4,1.0,5,5,1.0,4,4,1.0,82,70,0.8536585365853658,119,78,0.6554621848739496,82,70,0.8536585365853658,2.0,0.5,5.0,1.0,2.0,0.5,46,1388,fake
5,5,1.0,5,5,1.0,5,5,1.0,31,30,0.967741935483871,36,34,0.9444444444444444,31,30,0.967741935483871,2.0,0.4,4.0,0.8,2.0,0.4,43,370,fake
6,6,1.0,6,6,1.0,6,6,1.0,213,162,0.7605633802816901,278,177,0.6366906474820144,213,162,0.7605633802816901,5.0,0.8333333333333334,6.0,1.0,5.0,0.8333333333333334,60,3031,fake
3,3,1.0,5,5,1.0,3,3,1.0,151,111,0.7350993377483444,216,130,0.6018518518518519,151,111,0.7350993377483444,2.0,0.6666666666666666,4.0,0.8,2.0,0.6666666666666666,51,2354,fake
5,5,1.0,6,6,1.0,5,5,1.0,83,78,0.9397590361445783,106,92,0.8679245283018868,83,78,0.9397590361445783,3.0,0.6,6.0,1.0,3.0,0.6,52,1213,fake
7,7,1.0,8,8,1.0,7,7,1.0,21,17,0.8095238095238095,30,18,0.6,21,17,0.8095238095238095,5.0,0.7142857142857143,8.0,1.0,5.0,0.7142857142857143,65,250,fake
10,10,1.0,10,10,1.0,10,10,1.0,90,84,0.9333333333333333,119,103,0.865546218487395,90,84,0.9333333333333333,4.0,0.4,7.0,0.7,4.0,0.4,90,1287,fake
5,5,1.0,7,7,1.0,5,5,1.0,40,39,0.975,55,50,0.9090909090909091,40,39,0.975,2.0,0.4,5.0,0.7142857142857143,2.0,0.4,54,541,fake
8,8,1.0,9,9,1.0,8,8,1.0,216,173,0.8009259259259259,306,173,0.565359477124183,216,173,0.8009259259259259,7.0,0.875,9.0,1.0,7.0,0.875,113,3474,fake
18,15,0.8333333333333334,20,15,0.75,18,15,0.8333333333333334,31,31,1.0,62,47,0.7580645161290323,31,31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,200,682,fake
10,10,1.0,10,10,1.0,10,10,1.0,65,61,0.9384615384615385,94,76,0.8085106382978723,65,61,0.9384615384615385,5.0,0.5,9.0,0.9,5.0,0.5,90,1066,fake
8,8,1.0,9,9,1.0,8,8,1.0,113,94,0.831858407079646,143,99,0.6923076923076923,113,94,0.831858407079646,6.0,0.75,9.0,1.0,6.0,0.75,69,1546,fake
8,8,1.0,9,9,1.0,8,8,1.0,207,176,0.8502415458937198,281,190,0.6761565836298933,207,176,0.8502415458937198,4.0,0.5,7.0,0.7777777777777778,4.0,0.5,85,3049,fake
10,10,1.0,12,12,1.0,10,10,1.0,12,12,1.0,13,13,1.0,12,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,89,204,fake
7,7,1.0,8,8,1.0,7,7,1.0,48,44,0.9166666666666666,60,49,0.8166666666666667,48,44,0.9166666666666666,2.0,0.2857142857142857,4.0,0.5,2.0,0.2857142857142857,80,584,fake
10,10,1.0,10,10,1.0,10,10,1.0,301,221,0.7342192691029901,393,220,0.5597964376590331,301,221,0.7342192691029901,9.0,0.9,10.0,1.0,9.0,0.9,84,4100,fake
4,4,1.0,4,4,1.0,4,4,1.0,122,106,0.8688524590163934,164,118,0.7195121951219512,122,106,0.8688524590163934,1.0,0.25,2.0,0.5,1.0,0.25,24,1942,fake
5,5,1.0,6,6,1.0,5,5,1.0,53,48,0.9056603773584906,68,58,0.8529411764705882,53,48,0.9056603773584906,2.0,0.4,4.0,0.6666666666666666,2.0,0.4,54,718,fake
8,8,1.0,8,8,1.0,8,8,1.0,5,5,1.0,9,8,0.8888888888888888,5,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,73,92,fake
7,7,1.0,8,8,1.0,7,7,1.0,98,85,0.8673469387755102,133,104,0.7819548872180451,98,85,0.8673469387755102,3.0,0.42857142857142855,6.0,0.75,3.0,0.42857142857142855,66,1251,fake
10,10,1.0,11,11,1.0,10,10,1.0,213,184,0.863849765258216,280,204,0.7285714285714285,213,184,0.863849765258216,9.0,0.9,11.0,1.0,9.0,0.9,90,3104,fake
8,8,1.0,8,8,1.0,8,8,1.0,117,109,0.9316239316239316,150,117,0.78,117,109,0.9316239316239316,1.0,0.125,7.0,0.875,1.0,0.125,84,1656,fake
21,21,1.0,22,22,1.0,21,21,1.0,183,155,0.8469945355191257,250,168,0.672,183,155,0.8469945355191257,12.0,0.5714285714285714,22.0,1.0,12.0,0.5714285714285714,188,2557,fake
7,7,1.0,7,7,1.0,7,7,1.0,114,95,0.8333333333333334,142,97,0.6830985915492958,114,95,0.8333333333333334,5.0,0.7142857142857143,6.0,0.8571428571428571,5.0,0.7142857142857143,49,1517,fake
9,9,1.0,12,12,1.0,9,9,1.0,9,9,1.0,11,11,1.0,9,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,93,139,fake
7,7,1.0,8,8,1.0,7,7,1.0,10,10,1.0,13,12,0.9230769230769231,10,10,1.0,1.0,0.14285714285714285,3.0,0.375,1.0,0.14285714285714285,60,174,fake
5,5,1.0,6,6,1.0,5,5,1.0,267,201,0.7528089887640449,356,213,0.598314606741573,267,201,0.7528089887640449,4.0,0.8,6.0,1.0,4.0,0.8,52,3489,fake
6,6,1.0,7,7,1.0,6,6,1.0,92,90,0.9782608695652174,117,105,0.8974358974358975,92,90,0.9782608695652174,2.0,0.3333333333333333,4.0,0.5714285714285714,2.0,0.3333333333333333,56,1234,fake
9,9,1.0,9,9,1.0,9,9,1.0,314,244,0.7770700636942676,430,259,0.6023255813953489,314,244,0.7770700636942676,2.0,0.2222222222222222,8.0,0.8888888888888888,2.0,0.2222222222222222,67,4436,fake
9,8,0.8888888888888888,10,9,0.9,9,8,0.8888888888888888,85,75,0.8823529411764706,112,85,0.7589285714285714,85,75,0.8823529411764706,4.0,0.4444444444444444,5.0,0.5,4.0,0.4444444444444444,64,1287,fake
6,6,1.0,6,6,1.0,6,6,1.0,6,6,1.0,6,6,1.0,6,6,1.0,4.0,0.6666666666666666,4.0,0.6666666666666666,4.0,0.6666666666666666,59,52,fake
7,7,1.0,8,8,1.0,7,7,1.0,176,143,0.8125,243,153,0.6296296296296297,176,143,0.8125,4.0,0.5714285714285714,7.0,0.875,4.0,0.5714285714285714,54,2403,fake
9,9,1.0,10,10,1.0,9,9,1.0,78,70,0.8974358974358975,102,85,0.8333333333333334,78,70,0.8974358974358975,6.0,0.6666666666666666,8.0,0.8,6.0,0.6666666666666666,92,1147,fake
6,6,1.0,9,9,1.0,6,6,1.0,185,157,0.8486486486486486,218,166,0.7614678899082569,185,157,0.8486486486486486,4.0,0.6666666666666666,9.0,1.0,4.0,0.6666666666666666,70,2356,fake
2,2,1.0,2,2,1.0,2,2,1.0,69,56,0.8115942028985508,95,58,0.6105263157894737,69,56,0.8115942028985508,1.0,0.5,2.0,1.0,1.0,0.5,23,1036,fake
11,11,1.0,11,11,1.0,11,11,1.0,31,31,1.0,62,47,0.7580645161290323,31,31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,113,682,fake
8,8,1.0,10,10,1.0,8,8,1.0,885,671,0.7581920903954802,1089,654,0.6005509641873278,885,671,0.7581920903954802,5.0,0.625,8.0,0.8,5.0,0.625,98,11726,fake
2,2,1.0,2,2,1.0,2,2,1.0,7,7,1.0,8,7,0.875,7,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11,108,fake
1,1,1.0,2,2,1.0,1,1,1.0,4,3,0.75,8,6,0.75,4,3,0.75,1.0,1.0,2.0,1.0,1.0,1.0,17,105,fake
9,9,1.0,10,10,1.0,9,9,1.0,112,92,0.8214285714285714,141,98,0.6950354609929078,112,92,0.8214285714285714,5.0,0.5555555555555556,10.0,1.0,5.0,0.5555555555555556,73,1473,fake
10,10,1.0,10,10,1.0,10,10,1.0,114,104,0.9122807017543859,163,125,0.7668711656441718,114,104,0.9122807017543859,3.0,0.3,4.0,0.4,3.0,0.3,95,1836,fake
7,7,1.0,7,7,1.0,7,7,1.0,690,495,0.717391304347826,952,463,0.48634453781512604,690,495,0.717391304347826,4.0,0.5714285714285714,7.0,1.0,4.0,0.5714285714285714,51,10255,fake
10,10,1.0,11,10,0.9090909090909091,10,10,1.0,242,194,0.8016528925619835,317,208,0.6561514195583596,242,194,0.8016528925619835,7.0,0.7,10.0,0.9090909090909091,7.0,0.7,92,3615,fake
11,11,1.0,12,12,1.0,11,11,1.0,407,280,0.687960687960688,611,273,0.44680851063829785,407,280,0.687960687960688,4.0,0.36363636363636365,10.0,0.8333333333333334,4.0,0.36363636363636365,82,6498,fake
4,4,1.0,5,5,1.0,4,4,1.0,41,27,0.6585365853658537,59,32,0.5423728813559322,41,27,0.6585365853658537,0.0,0.0,3.0,0.6,0.0,0.0,44,603,fake
5,5,1.0,6,6,1.0,5,5,1.0,87,80,0.9195402298850575,119,98,0.8235294117647058,87,80,0.9195402298850575,1.0,0.2,5.0,0.8333333333333334,1.0,0.2,57,1209,fake
10,10,1.0,10,10,1.0,10,10,1.0,163,133,0.8159509202453987,201,145,0.7213930348258707,163,133,0.8159509202453987,5.0,0.5,5.0,0.5,5.0,0.5,79,2072,fake
11,11,1.0,11,11,1.0,11,11,1.0,185,162,0.8756756756756757,240,178,0.7416666666666667,185,162,0.8756756756756757,6.0,0.5454545454545454,9.0,0.8181818181818182,6.0,0.5454545454545454,116,2592,fake
5,5,1.0,6,6,1.0,5,5,1.0,143,100,0.6993006993006993,215,111,0.5162790697674419,143,100,0.6993006993006993,4.0,0.8,6.0,1.0,4.0,0.8,48,2248,fake
1,1,1.0,1,1,1.0,1,1,1.0,2,2,1.0,4,4,1.0,2,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8,36,fake
7,7,1.0,7,7,1.0,7,7,1.0,79,73,0.9240506329113924,98,86,0.8775510204081632,79,73,0.9240506329113924,4.0,0.5714285714285714,5.0,0.7142857142857143,4.0,0.5714285714285714,94,1152,fake
2,2,1.0,2,2,1.0,2,2,1.0,15,15,1.0,28,23,0.8214285714285714,15,15,1.0,0.0,0.0,2.0,1.0,0.0,0.0,17,300,fake
8,7,0.875,8,7,0.875,8,7,0.875,173,141,0.815028901734104,193,145,0.7512953367875648,173,141,0.815028901734104,4.0,0.5,5.0,0.625,4.0,0.5,59,2022,fake
9,9,1.0,11,11,1.0,9,9,1.0,242,195,0.8057851239669421,316,206,0.6518987341772152,242,195,0.8057851239669421,8.0,0.8888888888888888,11.0,1.0,8.0,0.8888888888888888,90,3270,fake
8,8,1.0,9,9,1.0,8,8,1.0,356,239,0.6713483146067416,487,233,0.4784394250513347,356,239,0.6713483146067416,7.0,0.875,9.0,1.0,7.0,0.875,74,5029,fake
9,9,1.0,9,9,1.0,9,9,1.0,199,161,0.8090452261306532,272,178,0.6544117647058824,199,161,0.8090452261306532,7.0,0.7777777777777778,8.0,0.8888888888888888,7.0,0.7777777777777778,70,2905,fake
9,9,1.0,10,10,1.0,9,9,1.0,71,59,0.8309859154929577,93,66,0.7096774193548387,71,59,0.8309859154929577,8.0,0.8888888888888888,10.0,1.0,8.0,0.8888888888888888,92,1104,fake
8,8,1.0,9,9,1.0,8,8,1.0,104,89,0.8557692307692307,144,101,0.7013888888888888,104,89,0.8557692307692307,4.0,0.5,7.0,0.7777777777777778,4.0,0.5,83,1726,fake
6,6,1.0,6,6,1.0,6,6,1.0,203,165,0.812807881773399,267,181,0.6779026217228464,203,165,0.812807881773399,1.0,0.16666666666666666,3.0,0.5,1.0,0.16666666666666666,57,2914,fake
9,9,1.0,10,10,1.0,9,9,1.0,152,142,0.9342105263157895,206,162,0.7864077669902912,152,142,0.9342105263157895,3.0,0.3333333333333333,4.0,0.4,3.0,0.3333333333333333,90,2210,fake
7,6,0.8571428571428571,7,6,0.8571428571428571,7,6,0.8571428571428571,159,139,0.8742138364779874,192,150,0.78125,159,139,0.8742138364779874,4.0,0.5714285714285714,5.0,0.7142857142857143,4.0,0.5714285714285714,70,2144,fake
7,7,1.0,7,7,1.0,7,7,1.0,417,322,0.7721822541966427,519,325,0.626204238921002,417,322,0.7721822541966427,5.0,0.7142857142857143,7.0,1.0,5.0,0.7142857142857143,71,5480,fake
13,13,1.0,13,13,1.0,13,13,1.0,296,214,0.722972972972973,364,223,0.6126373626373627,296,214,0.722972972972973,7.0,0.5384615384615384,10.0,0.7692307692307693,7.0,0.5384615384615384,99,3664,fake
13,12,0.9230769230769231,13,12,0.9230769230769231,13,12,0.9230769230769231,617,391,0.6337115072933549,835,328,0.39281437125748503,617,391,0.6337115072933549,9.0,0.6923076923076923,13.0,1.0,9.0,0.6923076923076923,130,9300,fake
6,6,1.0,6,6,1.0,6,6,1.0,102,89,0.8725490196078431,123,97,0.7886178861788617,102,89,0.8725490196078431,5.0,0.8333333333333334,6.0,1.0,5.0,0.8333333333333334,54,1370,fake
8,8,1.0,10,10,1.0,8,8,1.0,92,77,0.8369565217391305,118,88,0.7457627118644068,92,77,0.8369565217391305,4.0,0.5,9.0,0.9,4.0,0.5,85,1329,fake
5,5,1.0,6,6,1.0,5,5,1.0,241,201,0.8340248962655602,313,219,0.6996805111821086,241,201,0.8340248962655602,3.0,0.6,4.0,0.6666666666666666,3.0,0.6,54,3470,fake
6,6,1.0,6,6,1.0,6,6,1.0,72,66,0.9166666666666666,97,81,0.8350515463917526,72,66,0.9166666666666666,4.0,0.6666666666666666,4.0,0.6666666666666666,4.0,0.6666666666666666,47,1055,fake
14,14,1.0,14,14,1.0,14,14,1.0,73,63,0.863013698630137,101,75,0.7425742574257426,73,63,0.863013698630137,5.0,0.35714285714285715,9.0,0.6428571428571429,5.0,0.35714285714285715,94,1055,fake
14,14,1.0,15,14,0.9333333333333333,14,14,1.0,120,97,0.8083333333333333,164,98,0.5975609756097561,120,97,0.8083333333333333,8.0,0.5714285714285714,14.0,0.9333333333333333,8.0,0.5714285714285714,139,1804,fake
7,7,1.0,8,8,1.0,7,7,1.0,28,27,0.9642857142857143,35,31,0.8857142857142857,28,27,0.9642857142857143,1.0,0.14285714285714285,1.0,0.125,1.0,0.14285714285714285,70,457,fake
10,9,0.9,10,9,0.9,10,9,0.9,151,131,0.8675496688741722,188,141,0.75,151,131,0.8675496688741722,5.0,0.5,5.0,0.5,5.0,0.5,80,2086,fake
8,8,1.0,9,9,1.0,8,8,1.0,564,440,0.7801418439716312,760,447,0.5881578947368421,564,440,0.7801418439716312,5.0,0.625,8.0,0.8888888888888888,5.0,0.625,87,7801,fake
4,4,1.0,4,4,1.0,4,4,1.0,3,3,1.0,4,4,1.0,3,3,1.0,0.0,0.0,2.0,0.5,0.0,0.0,43,40,fake
9,9,1.0,9,9,1.0,9,9,1.0,45,39,0.8666666666666667,45,39,0.8666666666666667,45,39,0.8666666666666667,1.0,0.1111111111111111,1.0,0.1111111111111111,1.0,0.1111111111111111,65,263,fake
12,12,1.0,13,13,1.0,12,12,1.0,116,92,0.7931034482758621,182,98,0.5384615384615384,116,92,0.7931034482758621,4.0,0.3333333333333333,8.0,0.6153846153846154,4.0,0.3333333333333333,109,1903,fake
8,8,1.0,9,9,1.0,8,8,1.0,52,42,0.8076923076923077,64,49,0.765625,52,42,0.8076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,78,639,fake
8,8,1.0,9,9,1.0,8,8,1.0,142,119,0.8380281690140845,196,138,0.7040816326530612,142,119,0.8380281690140845,5.0,0.625,7.0,0.7777777777777778,5.0,0.625,70,2117,fake
7,7,1.0,8,8,1.0,7,7,1.0,200,156,0.78,261,161,0.6168582375478927,200,156,0.78,3.0,0.42857142857142855,4.0,0.5,3.0,0.42857142857142855,69,2950,fake
6,6,1.0,6,6,1.0,6,6,1.0,453,345,0.7615894039735099,535,344,0.6429906542056075,453,345,0.7615894039735099,0.0,0.0,0.0,0.0,0.0,0.0,46,5567,fake
10,10,1.0,10,10,1.0,10,10,1.0,135,127,0.9407407407407408,173,146,0.8439306358381503,135,127,0.9407407407407408,2.0,0.2,5.0,0.5,2.0,0.2,79,1862,fake
9,8,0.8888888888888888,10,9,0.9,9,8,0.8888888888888888,86,85,0.9883720930232558,170,127,0.7470588235294118,86,85,0.9883720930232558,0.0,0.0,0.0,0.0,0.0,0.0,92,1782,fake
7,7,1.0,7,7,1.0,7,7,1.0,94,78,0.8297872340425532,138,76,0.5507246376811594,94,78,0.8297872340425532,5.0,0.7142857142857143,7.0,1.0,5.0,0.7142857142857143,81,1390,fake
8,8,1.0,8,8,1.0,8,8,1.0,286,228,0.7972027972027972,382,245,0.6413612565445026,286,228,0.7972027972027972,4.0,0.5,5.0,0.625,4.0,0.5,96,4358,fake
7,7,1.0,10,10,1.0,7,7,1.0,31,31,1.0,62,47,0.7580645161290323,31,31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,88,682,fake
11,11,1.0,11,11,1.0,11,11,1.0,14,14,1.0,17,16,0.9411764705882353,14,14,1.0,1.0,0.09090909090909091,3.0,0.2727272727272727,1.0,0.09090909090909091,79,159,fake
7,7,1.0,7,7,1.0,7,7,1.0,385,293,0.7610389610389611,475,302,0.6357894736842106,385,293,0.7610389610389611,7.0,1.0,7.0,1.0,7.0,1.0,73,5284,fake
3,3,1.0,3,3,1.0,3,3,1.0,10,9,0.9,10,9,0.9,10,9,0.9,3.0,1.0,3.0,1.0,3.0,1.0,32,139,fake
6,6,1.0,6,6,1.0,6,6,1.0,296,234,0.7905405405405406,390,261,0.6692307692307692,296,234,0.7905405405405406,2.0,0.3333333333333333,2.0,0.3333333333333333,2.0,0.3333333333333333,50,4045,fake
